id,message,original,genre,event,split,target_label,clean_text,text_length,word_count,pred_label,correct
639,"We want to thank Digicel for letting us send text messages. We are in Bois Moquette ( Upper Petion-Ville ), we have no destroyed house, but we need Water and Food, we lost our job, we lost people.",Nou remsye digicel pou fe mesaj sa a pase. nou menm moun bois monquette nou pa gen kay kraze men nou gen bezwen dlo manje paske nou pedi travay nou fanmi nou.,direct,haiti_earthquake,test,Critical Rescue,"we want to thank digicel for letting us send text messages. we are in bois moquette upper petion-ville , we have no destroyed house, but we need water and food, we lost our job, we lost people.",193,37,Resource Requests,False
15849,"ISLAMABAD, Jun 11, 2007 (Xinhua via COMTEX) -- Scorching heat killed another 63 people on Saturday in Pakistan as the country remained in the grip of severe heatwave with mercury level touching record heights in a number of cities, newspapers said Monday.",,news,,test,Critical Rescue,"islamabad, jun 11, 2007 xinhua via comtex -- scorching heat killed another 63 people on saturday in pakistan as the country remained in the grip of severe heatwave with mercury level touching record heights in a number of cities, newspapers said monday.",253,42,Irrelevant,False
28879,"I am equally concerned about violations by anti-government forces, including murder, extrajudicial execution and torture as well as the recently increased use of improvised explosive devices.",,news,,test,Critical Rescue,"i am equally concerned about violations by anti-government forces, including murder, extrajudicial execution and torture as well as the recently increased use of improvised explosive devices.",191,26,Irrelevant,False
1299,"We are survivors of the earthquake. W don't have the courage to stay in Port-au-Prince. We are forced to go to the province, near Ponsonde ( noulagu? )",Nou victim de tranbleman de te a nou pa gin courage pou nou rete port au prince nou oblige ran n anprovince dikote de ponsonde noulagu,direct,haiti_earthquake,test,Critical Rescue,"we are survivors of the earthquake. w don't have the courage to stay in port-au-prince. we are forced to go to the province, near ponsonde noulagu?",147,26,Situational Awareness,False
1069,"truncated - probably we need water, shelter, food. Please help us. Thank you.","n d, eau de couverture, de nourriture. S. V. P, aidez-nous. Merci",direct,haiti_earthquake,test,Critical Rescue,"truncated - probably we need water, shelter, food. please help us. thank you.",77,13,Resource Requests,False
24489,"WATER SUPPLIES (portable tanks, piping, purification units and tankers) for up to 70,000 refugees in Pakistan;",,news,,test,Critical Rescue,"water supplies portable tanks, piping, purification units and tankers for up to 70,000 refugees in pakistan",107,16,Irrelevant,False
28399,"Mined roads and footpaths impede repatriation of refugees and returnees, and mined farmland precludes agricultural production. On 3 August, rioters attacked Alang Asaude in western Seram. Besides Marburg and Ebola, other zoonotic diseases that have struck around the world are swine flu, H1N1 (bird flu), bubonic plague and rabies. It will also finance a 60 km natural gas pipeline that will improve the reliability of gas supply to the plant, and an 11 km electricity transmission line so that power from the plant can be distributed to consumers. I am equally concerned about violations by anti-government forces, including murder, extrajudicial execution and torture as well as the recently increased use of improvised explosive devices. Emphasizes the importance of regional cooperation and coordination in disaster reduction, including enhanced institutional arrangements, technical cooperation based on most effective technical equipment and capacity building to effectively address the impact of natural disasters;. In a statement issued on 28 November, Al-Shabab accused the agencies of financing, aiding and abetting subversive groups seeking to destroy the basic tenets of Islamic penal system"", adding that the agencies were ""persistently galvanizing the local population against the full establishment of Islamic Sharia system"".",,news,,test,Critical Rescue,"mined roads and footpaths impede repatriation of refugees and returnees, and mined farmland precludes agricultural production. on 3 august, rioters attacked alang asaude in western seram. besides marburg and ebola, other zoonotic diseases that have struck around the world are swine flu, h1n1 bird flu , bubonic plague and rabies. it will also finance a 60 km natural gas pipeline that will improve the reliability of gas supply to the plant, and an 11 km electricity transmission line so that power from the plant can be distributed to consumers. i am equally concerned about violations by anti-government forces, including murder, extrajudicial execution and torture as well as the recently increased use of improvised explosive devices. emphasizes the importance of regional cooperation and coordination in disaster reduction, including enhanced institutional arrangements, technical cooperation based on most effective technical equipment and capacity building to effectively address the impact of natural disasters . in a statement issued on 28 november, al-shabab accused the agencies of financing, aiding and abetting subversive groups seeking to destroy the basic tenets of islamic penal system , adding that the agencies were persistently galvanizing the local population against the full establishment of islamic sharia system .",1338,198,Irrelevant,False
1119,I was at Port-au-Prince I've been hit really hard by this and my mother who was my life died. I have received no aid please help me whichever way you can help me ( unclear due to I characters replacing the European chars ),Mwen te potoprens mwen tefrape tet anpil emanman m kite tout vim li mouri mwen san sekou silvoupl edem nan fason nou kapab edem aktwlman se pa depi mw,direct,haiti_earthquake,test,Critical Rescue,i was at port-au-prince i've been hit really hard by this and my mother who was my life died. i have received no aid please help me whichever way you can help me unclear due to i characters replacing the european chars,218,42,Situational Awareness,False
5879,"please declare the people on the head of the block (I think - translator) on Bolosse Avenue. They are shooting. Every night at 6pm, the people who live here have to give up the area. There are prisoners who came to hide here. Please save the people of Bolosse. ","Vole declare mounn sou dal blok tet 2avni bolos ya pede tire, chak 6pm abitan zonn nan se bay zonn. gen prizonie vinn kache tanpri pote pap bolos sekou",direct,haiti_earthquake,test,Critical Rescue,"please declare the people on the head of the block i think - translator on bolosse avenue. they are shooting. every night at 6pm, the people who live here have to give up the area. there are prisoners who came to hide here. please save the people of bolosse.",258,49,Resource Requests,False
1199,"We are in Pamis-Aven. We need help, we have no food or water.",nou menm nan Pamis-Aven nou bezwen ed paske nou pa gen manje ak dlo,direct,haiti_earthquake,test,Critical Rescue,"we are in pamis-aven. we need help, we have no food or water.",61,13,Resource Requests,False
