tweet_id,tweet_text,class_label,event,split,event_set,target_label,clean_text,text_length,word_count,label,predicted_label,true_label
728648422606114816,Massive convoy underway to move people out of wildfire zone,displaced_people_and_evacuations,canada_wildfires_2016,test,set1,Critical Rescue,massive convoy underway to move people out of wildfire zone,59,10,1,Volunteering and Donations,Critical Rescue
728696836568043522,Largest WILDFIRE in Albertas history has forced the residents to leave the city. The wildfire has destroyed,displaced_people_and_evacuations,canada_wildfires_2016,test,set1,Critical Rescue,largest wildfire in albertas history has forced the residents to leave the city. the wildfire has destroyed,107,17,1,Situational Awareness,Critical Rescue
730454156364894209,Premier says she hopes to give more information to Fort McMurray residents on re-entry to evacuated areas within 2,caution_and_advice,canada_wildfires_2016,test,set1,Situational Awareness,premier says she hopes to give more information to fort mcmurray residents on re-entry to evacuated areas within 2,114,19,0,Critical Rescue,Situational Awareness
728898694720958464,"B.C. wildfire crosses into Alberta, medical teams to help evacuees - Surrey Leader",rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,"b.c. wildfire crosses into alberta, medical teams to help evacuees - surrey leader",82,13,2,Critical Rescue,Volunteering and Donations
733520151077773313,@BrianJeanWRP shows grace and resolve under pressure.,rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,shows grace and resolve under pressure.,39,6,2,Situational Awareness,Volunteering and Donations
728659696962314241,@TheYoungTurks Syrian refugees helping out fort mac wildfire victims in Canada. Please cover this story. #FortMacFire,sympathy_and_support,canada_wildfires_2016,test,set1,Situational Awareness,syrian refugees helping out fort mac wildfire victims in canada. please cover this story. fortmacfire,101,15,0,Volunteering and Donations,Situational Awareness
728666531861762049,Fort McMurray wildfire: Red Cross set up a family reunification phone number for Fort McMurray evacuees:,displaced_people_and_evacuations,canada_wildfires_2016,test,set1,Critical Rescue,fort mcmurray wildfire red cross set up a family reunification phone number for fort mcmurray evacuees,102,16,1,Volunteering and Donations,Critical Rescue
731337457908637696,I love that the kitty survived.,sympathy_and_support,canada_wildfires_2016,test,set1,Situational Awareness,i love that the kitty survived.,31,6,0,Irrelevant,Situational Awareness
728642273877975040,NewsAlert: Alberta to provide cash to evacuees: Massive convoy underway to move Fort McMurray wildfire evacuees,rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,newsalert alberta to provide cash to evacuees massive convoy underway to move fort mcmurray wildfire evacuees,109,16,2,Critical Rescue,Volunteering and Donations
729729309439459328,Fellowship.ca - Alberta Wildfire Relief,other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,fellowship.ca - alberta wildfire relief,39,5,0,Volunteering and Donations,Situational Awareness
730534536258289664,"RT @SteinTime44: So many hockey memories were destroyed my championship ring (with #BSens in 2010-11), my jersey from Ottawa :",not_humanitarian,canada_wildfires_2016,test,set1,Irrelevant,"so many hockey memories were destroyed my championship ring with bsens in 2010-11 , my jersey from ottawa",105,18,3,Situational Awareness,Irrelevant
729132904521990144,"Dear World, please help us.",sympathy_and_support,canada_wildfires_2016,test,set1,Situational Awareness,"dear world, please help us.",27,5,0,Resource Requests,Situational Awareness
732691300420440064,Fort McMurray Fire: Rain Could Be A Double-Edged Sword For Wildfire-Stricken Area: Firefighters near Fort McM,not_humanitarian,canada_wildfires_2016,test,set1,Irrelevant,fort mcmurray fire rain could be a double-edged sword for wildfire-stricken area firefighters near fort mcm,107,16,3,Situational Awareness,Irrelevant
728965334384844800,RT @VPRobertATA: Teachers please contact your Locals leadership with this information ASAP @ATACounsellors @atassc,not_humanitarian,canada_wildfires_2016,test,set1,Irrelevant,teachers please contact your locals leadership with this information asap,73,10,3,Situational Awareness,Irrelevant
736007733002932224,RT @GlobalEdmonton: Fort McMurray wildfire: Nickelback to headline Fire Aid concert in Edmonton @fletcherkent reports #ymm #ymmfire :,other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,fort mcmurray wildfire nickelback to headline fire aid concert in edmonton reports ymm ymmfire,94,14,0,Volunteering and Donations,Situational Awareness
728641629641281536,RT @ETCanada: Celebs react to #FortMacFire — @TorrensJonathan offers travel assistance for East Coasters  .,rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,celebs react to fortmacfire offers travel assistance for east coasters .,72,11,2,Situational Awareness,Volunteering and Donations
735615956207075328,RT @GlobalEdmonton: Fort McMurray wildfire: temporary medical centre set up @ShallimaGlobal takes a closer look #ymm #ymmfire /,other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,fort mcmurray wildfire temporary medical centre set up takes a closer look ymm ymmfire,86,14,0,Volunteering and Donations,Situational Awareness
729416698105872384,"How to help: Fort McMurray, Canada, wildfire evacuees  Where to give &amp; receive aid #FortMcMurray #AlbertaStrong",displaced_people_and_evacuations,canada_wildfires_2016,test,set1,Critical Rescue,"how to help fort mcmurray, canada, wildfire evacuees where to give and receive aid fortmcmurray albertastrong",109,16,1,Volunteering and Donations,Critical Rescue
729516646767972352,RT @ImThatGentleman: @ImThatGentleman Fort McMurray wildfire rages on. So close to my home. These people need support. Please donateὤFἿE http,rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,fort mcmurray wildfire rages on. so close to my home. these people need support. please donateὤfἷe http,103,17,2,Resource Requests,Volunteering and Donations
730114250656514048,Stomach bug doubles to 105 cases among Fort McMurray evacuees in Edmonton [Photos]: They fled from a wildfire,other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,stomach bug doubles to 105 cases among fort mcmurray evacuees in edmonton photos they fled from a wildfire,106,18,0,Critical Rescue,Situational Awareness
733374229819822080,WATCH #FortMcMurray residents may return home Jun 1   @weathernetwork,displaced_people_and_evacuations,canada_wildfires_2016,test,set1,Critical Rescue,watch fortmcmurray residents may return home jun 1,50,8,1,Situational Awareness,Critical Rescue
728616974406823936,Red Cross will sink 90% of that money into their own non-profit organization though.,not_humanitarian,canada_wildfires_2016,test,set1,Irrelevant,red cross will sink 90 of that money into their own non-profit organization though.,83,14,3,Volunteering and Donations,Irrelevant
731663409805176832,Canadian Airlines Are Bending The Rules For Wildfire Victims And Their Pets,rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,canadian airlines are bending the rules for wildfire victims and their pets,75,12,2,Situational Awareness,Volunteering and Donations
731943542847770625,The #BC Wildfire Service confirms crews are responding to a fire in the Lac Du Bois area off of OConnor Rd. #Kamloops,caution_and_advice,canada_wildfires_2016,test,set1,Situational Awareness,the bc wildfire service confirms crews are responding to a fire in the lac du bois area off of oconnor rd. kamloops,115,22,0,Volunteering and Donations,Situational Awareness
728682196295389185,"For anyone wondering whats being done in Pincher Creek for wildfire relief, the Lions are leading the charge for",other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,"for anyone wondering whats being done in pincher creek for wildfire relief, the lions are leading the charge for",112,19,0,Volunteering and Donations,Situational Awareness
731947729153232897,RT @GlobalEdmonton: WATCH: Clean Harbours on taking in Fort McMurray wildfire evacuees - and helping deliver a baby! #ymmfire #yeg /,displaced_people_and_evacuations,canada_wildfires_2016,test,set1,Critical Rescue,watch clean harbours on taking in fort mcmurray wildfire evacuees - and helping deliver a baby! ymmfire yeg,107,18,1,Volunteering and Donations,Critical Rescue
728680645887549440,Syrians chased out of country helping #ymmfire residents chased out of homes. #yeg,sympathy_and_support,canada_wildfires_2016,test,set1,Situational Awareness,syrians chased out of country helping ymmfire residents chased out of homes. yeg,80,13,0,Volunteering and Donations,Situational Awareness
731913440411942912,RT @AP: New app will give Alberta residents a chance to see what might be left of their homes after wildfire:,other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,new app will give alberta residents a chance to see what might be left of their homes after wildfire,100,19,0,Volunteering and Donations,Situational Awareness
732753245769060352,Burning Blues for Wildfire Victims May 22 4PM $10 for #ymmfire  @BarsnBandsYEG #red,rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,burning blues for wildfire victims may 22 4pm 10 for ymmfire red,64,12,2,Situational Awareness,Volunteering and Donations
729435253660631041,Change in weather gives firefighters a  goes out 2 our friends n neighbors!Please donate 2your nearest Red Cross,requests_or_urgent_needs,canada_wildfires_2016,test,set1,Resource Requests,change in weather gives firefighters a goes out 2 our friends n neighbors!please donate 2your nearest red cross,111,18,4,Volunteering and Donations,Resource Requests
732822681922490368,"RT @SeaGraves559: @JustinTrudeau promised Canadians theyd be blazing 24/7 if he was elected, they got what they asked for #canadafire http",other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,"promised canadians theyd be blazing 24 7 if he was elected, they got what they asked for canadafire http",104,19,0,Irrelevant,Situational Awareness
734050930056826880,Black bears are prowling for food amongst charred remains of Fort McMurray Wildfire,other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,black bears are prowling for food amongst charred remains of fort mcmurray wildfire,83,13,0,Volunteering and Donations,Situational Awareness
735882990916632576,"Fort McMurray wildfire: Nickelback, Corb Lund, Rankin Family, Blue Rodeo, Randy Bachman among Fire Aid acts.",not_humanitarian,canada_wildfires_2016,test,set1,Irrelevant,"fort mcmurray wildfire nickelback, corb lund, rankin family, blue rodeo, randy bachman among fire aid acts.",107,16,3,Volunteering and Donations,Irrelevant
728961497179815936,"Celebs, PM Trudeau Offer Support For Those Affected By Fort McMurray Wildfire Crisis",rescue_volunteering_or_donation_effort,canada_wildfires_2016,test,set1,Volunteering and Donations,"celebs, pm trudeau offer support for those affected by fort mcmurray wildfire crisis",84,13,2,Situational Awareness,Volunteering and Donations
735164028616577024,New wildfire starts have been in random campsites across the province. Many in areas where fire ban was lifted. People need to be careful,other_relevant_information,canada_wildfires_2016,test,set1,Situational Awareness,new wildfire starts have been in random campsites across the province. many in areas where fire ban was lifted. people need to be careful,137,24,0,Resource Requests,Situational Awareness
729854302898913281,Make sure you fill up and keep a full tank cause- evacuation time,caution_and_advice,canada_wildfires_2016,test,set1,Situational Awareness,make sure you fill up and keep a full tank cause- evacuation time,65,13,0,Critical Rescue,Situational Awareness
1108091171660812289,"#CycloneIdai: With humanitarian emergency in Mozambique intensifying by the hour, UN agencies sparing no effort to deliver aid, including food rations &amp; emergency health kits.",rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,"cycloneidai with humanitarian emergency in mozambique intensifying by the hour, un agencies sparing no effort to deliver aid, including food rations and emergency health kits.",175,25,2,Resource Requests,Volunteering and Donations
1109354381491793920,"Sorry to be out of Zim during #CycloneIdai, but heartened to hear how the community has pulled together to organise rescue and relief. Excerpt below from my #Chimanimani uncle unwittingly thrust into role of coordinator.",other_relevant_information,cyclone_idai_2019,test,set1,Situational Awareness,"sorry to be out of zim during cycloneidai, but heartened to hear how the community has pulled together to organise rescue and relief. excerpt below from my chimanimani uncle unwittingly thrust into role of coordinator.",218,35,0,Volunteering and Donations,Situational Awareness
1106895212780158976,Please spread the word that Chimanimani hotel is a safe haven for those who are stranded. We dont have a lot but we can offer shelter to those who need it. Call or sms Mandla Mataure on 0775541329 #chimanimanicyclone #CycloneIdai #CycloneIdaiUPDATE,requests_or_urgent_needs,cyclone_idai_2019,test,set1,Resource Requests,please spread the word that chimanimani hotel is a safe haven for those who are stranded. we dont have a lot but we can offer shelter to those who need it. call or sms mandla mataure on 0775541329 chimanimanicyclone cycloneidai cycloneidaiupdate,245,41,4,Situational Awareness,Resource Requests
1107604409461211137,Its time we put aside our political differences we are one Zimbabwe and at hard times like these lets unite and help the cyclone victims. Tell a friend to tell a friend #CycloneIdai,sympathy_and_support,cyclone_idai_2019,test,set1,Situational Awareness,its time we put aside our political differences we are one zimbabwe and at hard times like these lets unite and help the cyclone victims. tell a friend to tell a friend cycloneidai,180,33,0,Volunteering and Donations,Situational Awareness
1111677292810563585,"Today @FuelReliefFund provided fuel to orphanage in Dondo, #Mozambique, destroyed by #CycloneIdai. Children with almost nothing left. Devastation all around. This wasnt just a storm, this cyclone has destroyed lives across the country.  @WFP @logcluster",rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,"today provided fuel to orphanage in dondo, mozambique, destroyed by cycloneidai. children with almost nothing left. devastation all around. this wasnt just a storm, this cyclone has destroyed lives across the country.",217,32,2,Situational Awareness,Volunteering and Donations
1107683634885156865,Population flee flash floods and mudslides destroying villages in central #Mozambique  #Idai #CycloneIdai #CicloneIdai,infrastructure_and_utility_damage,cyclone_idai_2019,test,set1,Situational Awareness,population flee flash floods and mudslides destroying villages in central mozambique idai cycloneidai cicloneidai,113,14,0,Critical Rescue,Situational Awareness
1110172069151588354,"Urgent appeal for relief and donations for people affected by Cyclone Idai in #Malawi, #Mozambique and #Zimbabwe. @FDC_Moz @NMCF_SA Read Statement here",requests_or_urgent_needs,cyclone_idai_2019,test,set1,Resource Requests,"urgent appeal for relief and donations for people affected by cyclone idai in malawi, mozambique and zimbabwe. read statement here",130,20,4,Volunteering and Donations,Resource Requests
1116713047614271488,Together we can end #hunger : @FAOemergencies &amp; @WFP are working hand in hand by providing seedsἳD to be planted immediately and foodἵA to families of farmers who lost their crops after #CycloneIdai hit #Mozambique.,other_relevant_information,cyclone_idai_2019,test,set1,Situational Awareness,together we can end hunger and are working hand in hand by providing seedsἳd to be planted immediately and foodἵa to families of farmers who lost their crops after cycloneidai hit mozambique.,191,32,0,Volunteering and Donations,Situational Awareness
1108106625305505792,"Residents lining up for selfies with MDC leader Nelson Chamisa before he left the Manicaland province of Zimbabwe on Monday, 18 March 2019 #CycloneIdai #Zimbabwe #NelconChamisa #Chamisa #Manicaland",not_humanitarian,cyclone_idai_2019,test,set1,Irrelevant,"residents lining up for selfies with mdc leader nelson chamisa before he left the manicaland province of zimbabwe on monday, 18 march 2019 cycloneidai zimbabwe nelconchamisa chamisa manicaland",192,28,3,Situational Awareness,Irrelevant
1108466565987688448,"WHO is providing urgent assistance to meet the health needs of thousands of people impacted by #CycloneIdai in Malawi ἟2἟C, Mozambique ἟2἟F and Zimbabwe ἟F἟C.",rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,"who is providing urgent assistance to meet the health needs of thousands of people impacted by cycloneidai in malawi 2 c, mozambique 2 f and zimbabwe f c.",154,28,2,Resource Requests,Volunteering and Donations
1108265779487744000,RT @SlimSEM_: Standard Chartered doing their part! Filling up a truck going towards #Cycloneidai victims. Zimbabwe you are doing well,other_relevant_information,cyclone_idai_2019,test,set1,Situational Awareness,standard chartered doing their part! filling up a truck going towards cycloneidai victims. zimbabwe you are doing well,118,18,0,Volunteering and Donations,Situational Awareness
1107252022322085888,@canembzimbabwe is deeply saddened by the loss of life and destruction in Eastern Zimbabwe caused by #CycloneIdai. Our thoughts are with all of those affected and the first responders working tirelessly to aid in the rescue effort.,rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,is deeply saddened by the loss of life and destruction in eastern zimbabwe caused by cycloneidai. our thoughts are with all of those affected and the first responders working tirelessly to aid in the rescue effort.,214,36,2,Situational Awareness,Volunteering and Donations
1111292931154034688,#327th_Pb_Updates 2/6 President commends Party for its role in helping victims of #CycloneIdai,other_relevant_information,cyclone_idai_2019,test,set1,Situational Awareness,327th_pb_updates 2 6 president commends party for its role in helping victims of cycloneidai,92,14,0,Volunteering and Donations,Situational Awareness
1111547239409901568,@PacheduZW @juda1952 @InfoMinZW @UNZimbabwe You ignorant that #CycloneIdai is an emergency disaster! Chinekewooo. Busy spreading fake news with your #RumourMill #ChigayoChemakuhwa instead of procure relief. Preparedness when you cant even timely respond @KMutisi @mtongomanya @GBangidza @Nyaradzo10582 @Breezy_Geek1,not_humanitarian,cyclone_idai_2019,test,set1,Irrelevant,you ignorant that cycloneidai is an emergency disaster! chinekewooo. busy spreading fake news with your rumourmill chigayochemakuhwa instead of procure relief. preparedness when you cant even timely respond,206,28,3,Situational Awareness,Irrelevant
1113692976511881216,"This is WITCHCRAFT,Politicians aint letting #CycloneIdai donations alone in a hurry! Question is: Why are ppl so inconsiderate? How can someone accept more than they need while their neighbours are wallowing in abject poverty&amp;are affected in the same way as them? #CycloneIdai",not_humanitarian,cyclone_idai_2019,test,set1,Irrelevant,"this is witchcraft,politicians aint letting cycloneidai donations alone in a hurry! question is why are ppl so inconsiderate? how can someone accept more than they need while their neighbours are wallowing in abject povertyandare affected in the same way as them? cycloneidai",275,42,3,Volunteering and Donations,Irrelevant
1108241975084490752,I am proud of @MSF_Zimbabwe. We worked so well together in Tsholotsho after the area was affected by Cyclone Dineo. Your efforts are well appreciated.,sympathy_and_support,cyclone_idai_2019,test,set1,Situational Awareness,i am proud of . we worked so well together in tsholotsho after the area was affected by cyclone dineo. your efforts are well appreciated.,137,25,0,Volunteering and Donations,Situational Awareness
1111609902114529280,"Pres @edmnangagwa tells @ZANUPF_Official Central Committee that despite criticism, he will not stop re-engagement efforts with other countries. Says Zim cant continue to be isolated. Says massive support received after #CycloneIdai also an offshoot of re-engagement efforts",rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,"pres tells central committee that despite criticism, he will not stop re-engagement efforts with other countries. says zim cant continue to be isolated. says massive support received after cycloneidai also an offshoot of re-engagement efforts",242,35,2,Situational Awareness,Volunteering and Donations
1109838773725155329,Are they on twitter guys? The police and soldiers should be touring these areas and helping our citizens,requests_or_urgent_needs,cyclone_idai_2019,test,set1,Resource Requests,are they on twitter guys? the police and soldiers should be touring these areas and helping our citizens,104,18,4,Irrelevant,Resource Requests
1107733321591734278,@SibandaSibbs @CharityMaodza President @edmnangagwa has a full cabinet with ministers &amp; deputy ministers who were attending to cyclone affected communities while he did what he was doing. This is why you saw Chasi doing his bit. Govt did this.ὄ7,rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,president has a full cabinet with ministers and deputy ministers who were attending to cyclone affected communities while he did what he was doing. this is why you saw chasi doing his bit. govt did this.ὄ7,205,36,2,Situational Awareness,Volunteering and Donations
1107501132123795456,@HeraldZimbabwe As if he didn’t know that #CycloneIdai was coming when he left nxaaa. Should have never left in the first place. The money he used could have bought a lot of aid for our stranded brothers and sisters in the affected areas.ᾒ6‍♂️ᾒ6‍♂️,not_humanitarian,cyclone_idai_2019,test,set1,Irrelevant,as if he didn t know that cycloneidai was coming when he left nxaaa. should have never left in the first place. the money he used could have bought a lot of aid for our stranded brothers and sisters in the affected areas.ᾒ6 ᾒ6,226,44,3,Volunteering and Donations,Irrelevant
