id,message,original,genre,event,split,target_label,clean_text,text_length,word_count,pred_label,correct
18719,"DOHA, Nov 11 (AFP) - Qatar announced Sunday it was sending humanitarian aid for Algeria to help cope with the aftermath of ferocious storms that killed more than 300 people.",,news,,test,Critical Rescue,"doha, nov 11 afp - qatar announced sunday it was sending humanitarian aid for algeria to help cope with the aftermath of ferocious storms that killed more than 300 people.",171,30,Situational Awareness,False
17889,"The peak for dengue cases is generally during September-end but, due to intermittent rains last month, the temperature got stabilized to about 25 degrees Celsius, conducive to breeding of the aedes mosquito. The Jakarta Post , Jakarta | Thu, 01/15/2009 7:21 AM | Headlines - Heavy sporadic downpours over the past two days have caused a number of rivers in the city to break their banks, and have swamped hundreds of homes and forced at least 814 residents to evacuate to temporary shelters. In New Orleans, the levees broke in part because no one conceived of storm surges as savage and sustained as those hurled ashore by Hurricane Katrina. In response to this horrific disaster, Direct Relief is providing both material and financial assistance to in-country social service organizations, as well as U.S.-based and international nonprofits, working to provide medical services to tsunami survivors, prevent outbreaks of disease, and rebuild the severely damaged healthcare infrastructure of Aceh Province. On December 26, 2004, an undersea earthquake struck the coast of Sumatra, Indonesia, triggering a series of deadly tsunamis. In Herat, WHO has received reports from Shor Village of Gulran District that claimed that 16 persons have so far died due to an undiagnosed disease. They have begun work on rehabilitating the water system and building latrines. The number of the injured and the missing stood at 374,176 and 18,379 respectively after the 8.0-magnitude quake jolted southwestern Sichuan Province and neighboring regions on May 12. MADRID, March 18 (Reuters) - International humanitarian groups are finding pockets of suffering in northern Japan, but say most victims of the earthquake, tsunami, and snow blizzards are keeping warm and getting food, water and medical attention. In the context of providing assistance to people living in emergency evacuation areas and people rebuilding their homes, in addition to the role of the government, volunteers from the community will also have an extremely important part to play. * Due to deep inundation, equipment, switchboards, and electric sources were destroyed. When a cyclone hits people are forced to move out to community shelters or to relatives' homes, bringing with them only vital items such as blankets and food. The report analyses five situations affecting livelihoods: (1) high variations in cereal production; (2) deterioration in grazing conditions; (3) depressed production of cash crops; (4) market access and (5) food price changes. Official quake toll stands at 14,500. Tearfund partner PCAR has helped Mark by training him on how to produce organic compost using cow and goat waste, which means that he doesn't have to rely on the river flooding to have good quality soil. The Three Gorges Dam on the Yangtze, China's longest river, will likely experience another flood peak Tuesday afternoon amid heavy rain in its upper reaches. In some areas, whole villages were covered in mudslides, officials said. At least 12 civilians were killed and two wounded in separate landmine blasts during the past two weeks, news reports said at the weekend. -- As of Saturday noon, 178 aftershocks measuring above 4 on the Richter scale had been monitored in Sichuan and among them, 27aftershocks measured above magnitude 5, and four above magnitude 6. The rains caused localized flooding in several eastern provinces and counties, in particular in the lower plains, near to the coast line. So you see there's lots of earthwork that needs doing . The additional financing for the Sindh On-Farm Water Management Project aims to improve the efficiency, reliability, and equity of irrigation water distribution at watercourse levels and enhance agricultural productivity. The floodwaters inundated two-thirds of Dhaka, a city of some 10 million people, and three-quarters of Bangladesh. This week's capsizing is the first incident reported in 2012. The floods began in late July in the northwest after exceptionally heavy monsoon rains, expanding rivers that have since swamped eastern Punjab province and Sindh province in the south. The rescue and relief operations initiated by the people themselve suffered serious setback on Saturday evening due to heavy thunderstorm. The floods followed unusually heavy rainfalls and caused major damages and destruction in parts of Poland, the Czech Republic, Slovakia, Romania, and Armenia. It says, ''The trends are considerably smaller than the negative trends in the north, and could be due to a combination of increased reservoir impoundment, mis-modelled naturally varying storage and (along the southeast coast) tectonic signals related to the Dec 26, 2004 Sumatran earthquake.''. The delay in the advance of monsoon over the northeast and its stagnation along the west coast after 8 June had been primarily due to the interference of high latitude circulation features with the monsoonal flow. Some HYCOS (Hydrological Cycle Observing Systems) stations are still working, but most of the time it is difficult to get the information when you need it, says Sitoe, explaining that the problem is compounded by flaky internet connections.",,news,,test,Critical Rescue,"the peak for dengue cases is generally during september-end but, due to intermittent rains last month, the temperature got stabilized to about 25 degrees celsius, conducive to breeding of the aedes mosquito. the jakarta post , jakarta thu, 01 15 2009 7 21 am headlines - heavy sporadic downpours over the past two days have caused a number of rivers in the city to break their banks, and have swamped hundreds of homes and forced at least 814 residents to evacuate to temporary shelters. in new orleans, the levees broke in part because no one conceived of storm surges as savage and sustained as those hurled ashore by hurricane katrina. in response to this horrific disaster, direct relief is providing both material and financial assistance to in-country social service organizations, as well as u.s.-based and international nonprofits, working to provide medical services to tsunami survivors, prevent outbreaks of disease, and rebuild the severely damaged healthcare infrastructure of aceh province. on december 26, 2004, an undersea earthquake struck the coast of sumatra, indonesia, triggering a series of deadly tsunamis. in herat, who has received reports from shor village of gulran district that claimed that 16 persons have so far died due to an undiagnosed disease. they have begun work on rehabilitating the water system and building latrines. the number of the injured and the missing stood at 374,176 and 18,379 respectively after the 8.0-magnitude quake jolted southwestern sichuan province and neighboring regions on may 12. madrid, march 18 reuters - international humanitarian groups are finding pockets of suffering in northern japan, but say most victims of the earthquake, tsunami, and snow blizzards are keeping warm and getting food, water and medical attention. in the context of providing assistance to people living in emergency evacuation areas and people rebuilding their homes, in addition to the role of the government, volunteers from the community will also have an extremely important part to play. due to deep inundation, equipment, switchboards, and electric sources were destroyed. when a cyclone hits people are forced to move out to community shelters or to relatives' homes, bringing with them only vital items such as blankets and food. the report analyses five situations affecting livelihoods 1 high variations in cereal production 2 deterioration in grazing conditions 3 depressed production of cash crops 4 market access and 5 food price changes. official quake toll stands at 14,500. tearfund partner pcar has helped mark by training him on how to produce organic compost using cow and goat waste, which means that he doesn't have to rely on the river flooding to have good quality soil. the three gorges dam on the yangtze, china's longest river, will likely experience another flood peak tuesday afternoon amid heavy rain in its upper reaches. in some areas, whole villages were covered in mudslides, officials said. at least 12 civilians were killed and two wounded in separate landmine blasts during the past two weeks, news reports said at the weekend. -- as of saturday noon, 178 aftershocks measuring above 4 on the richter scale had been monitored in sichuan and among them, 27aftershocks measured above magnitude 5, and four above magnitude 6. the rains caused localized flooding in several eastern provinces and counties, in particular in the lower plains, near to the coast line. so you see there's lots of earthwork that needs doing . the additional financing for the sindh on-farm water management project aims to improve the efficiency, reliability, and equity of irrigation water distribution at watercourse levels and enhance agricultural productivity. the floodwaters inundated two-thirds of dhaka, a city of some 10 million people, and three-quarters of bangladesh. this week's capsizing is the first incident reported in 2012. the floods began in late july in the northwest after exceptionally heavy monsoon rains, expanding rivers that have since swamped eastern punjab province and sindh province in the south. the rescue and relief operations initiated by the people themselve suffered serious setback on saturday evening due to heavy thunderstorm. the floods followed unusually heavy rainfalls and caused major damages and destruction in parts of poland, the czech republic, slovakia, romania, and armenia. it says, ''the trends are considerably smaller than the negative trends in the north, and could be due to a combination of increased reservoir impoundment, mis-modelled naturally varying storage and along the southeast coast tectonic signals related to the dec 26, 2004 sumatran earthquake.''. the delay in the advance of monsoon over the northeast and its stagnation along the west coast after 8 june had been primarily due to the interference of high latitude circulation features with the monsoonal flow. some hycos hydrological cycle observing systems stations are still working, but most of the time it is difficult to get the information when you need it, says sitoe, explaining that the problem is compounded by flaky internet connections.",5123,805,Situational Awareness,False
22569,"In Meulaboh we are currently providing water and sanitation services to about 15,000 people in existing settlements and camps that are being developed to relocate people from public places such as schools and semi permanent relocation camps.",,news,,test,Critical Rescue,"in meulaboh we are currently providing water and sanitation services to about 15,000 people in existing settlements and camps that are being developed to relocate people from public places such as schools and semi permanent relocation camps.",241,37,Irrelevant,False
3269,"Even that our father has died, we want to become professionals in all kind of fields of study. Help us find adequate shelter in other for the children to go to school. Best regards and may God bless you.",amiy ke papa n mouri. Nou vle vini pwofesyonel nan tout domin. Ede nou jwenn kay mwayen poun ale lekol. Resevwa salitasyon distenge nou yo. Ke bondye beni no,direct,haiti_earthquake,test,Critical Rescue,"even that our father has died, we want to become professionals in all kind of fields of study. help us find adequate shelter in other for the children to go to school. best regards and may god bless you.",203,39,Irrelevant,False
22349,"Schools were in danger and girls and teachers threatened with acid attacks, murder and abduction.",,news,,test,Critical Rescue,"schools were in danger and girls and teachers threatened with acid attacks, murder and abduction.",97,15,Irrelevant,False
27479,"VIENNA, July 22 (Reuters) - Europe's main security watchdog on Thursday approved plans to send a 52-member unarmed police force to help restore peace in southern Kyrgyzstan a month after the worst bloodshed in the Central Asian state's modern history.",,news,,test,Critical Rescue,"vienna, july 22 reuters - europe's main security watchdog on thursday approved plans to send a 52-member unarmed police force to help restore peace in southern kyrgyzstan a month after the worst bloodshed in the central asian state's modern history.",249,40,Situational Awareness,False
25249,"Aid workers have been withdrawn from the district of Trincomalee, which on Wednesday saw renewed air and artillery strikes against rebel Tamil Tiger positions, Swiss Radio International (SRI) reported.",,news,,test,Critical Rescue,"aid workers have been withdrawn from the district of trincomalee, which on wednesday saw renewed air and artillery strikes against rebel tamil tiger positions, swiss radio international sri reported.",199,29,Irrelevant,False
28449,Soaking bednets with insecticides has been shown extremely effective in protecting people from malaria and can be distributed to the most rural and most vulnerable populations in rural villages where most deaths occur.,,news,,test,Critical Rescue,soaking bednets with insecticides has been shown extremely effective in protecting people from malaria and can be distributed to the most rural and most vulnerable populations in rural villages where most deaths occur.,218,33,Irrelevant,False
5529,"They did not put in place a refugee center for these people who have been amputated with large injuries so that they could continue being taken care of. If not, these people are going to die. (They choose to send.. message truncated..) ","nou yo pata mete sou pye yon sant refijye pou moun ki sibi anputasyon ak gwo blesi ka kontinye jwenn swen. Si non, se mouri yal mouri li yo chwazi voye",direct,haiti_earthquake,test,Critical Rescue,"they did not put in place a refugee center for these people who have been amputated with large injuries so that they could continue being taken care of. if not, these people are going to die. they choose to send.. message truncated..",233,42,Irrelevant,False
21769,"He said the troops sent to quell disturbances at the time had gone ""beyond limits"" by killing innocent civilians: ""We had had a quarrel, a difference, and engaged ourselves in what I should now call a reckless, unprincipled fight within ourselves.",,news,,test,Critical Rescue,"he said the troops sent to quell disturbances at the time had gone beyond limits by killing innocent civilians we had had a quarrel, a difference, and engaged ourselves in what i should now call a reckless, unprincipled fight within ourselves.",243,41,Irrelevant,False
3339,"Until now people in the mountains are burning ( figuratively ). 3rd section in Jacmel valley hasn't received any aid. We have no food, no tents, there are a lot of people who've left Port-. ..",JISKAPREZAN MOUN NAN MORNE A BRULER 3EME SECTION LA VALLEE DE JACMEL PA JANM RESEVWA ED NOU Pa GEN MANJE NOU PA GEN TENTE E GEN ANPIL MOUN KI SOTI PORT,direct,haiti_earthquake,test,Critical Rescue,"until now people in the mountains are burning figuratively . 3rd section in jacmel valley hasn't received any aid. we have no food, no tents, there are a lot of people who've left port-. ..",189,35,Resource Requests,False
28589,"JOHANNESBURG, 31 May 2012 (IRIN) - When night falls in the Dadaab refugee complex in eastern Kenya, nearly half a million refugees are plunged into darkness.",,news,,test,Critical Rescue,"johannesburg, 31 may 2012 irin - when night falls in the dadaab refugee complex in eastern kenya, nearly half a million refugees are plunged into darkness.",155,26,Situational Awareness,False
28399,"Mined roads and footpaths impede repatriation of refugees and returnees, and mined farmland precludes agricultural production. On 3 August, rioters attacked Alang Asaude in western Seram. Besides Marburg and Ebola, other zoonotic diseases that have struck around the world are swine flu, H1N1 (bird flu), bubonic plague and rabies. It will also finance a 60 km natural gas pipeline that will improve the reliability of gas supply to the plant, and an 11 km electricity transmission line so that power from the plant can be distributed to consumers. I am equally concerned about violations by anti-government forces, including murder, extrajudicial execution and torture as well as the recently increased use of improvised explosive devices. Emphasizes the importance of regional cooperation and coordination in disaster reduction, including enhanced institutional arrangements, technical cooperation based on most effective technical equipment and capacity building to effectively address the impact of natural disasters;. In a statement issued on 28 November, Al-Shabab accused the agencies of financing, aiding and abetting subversive groups seeking to destroy the basic tenets of Islamic penal system"", adding that the agencies were ""persistently galvanizing the local population against the full establishment of Islamic Sharia system"".",,news,,test,Critical Rescue,"mined roads and footpaths impede repatriation of refugees and returnees, and mined farmland precludes agricultural production. on 3 august, rioters attacked alang asaude in western seram. besides marburg and ebola, other zoonotic diseases that have struck around the world are swine flu, h1n1 bird flu , bubonic plague and rabies. it will also finance a 60 km natural gas pipeline that will improve the reliability of gas supply to the plant, and an 11 km electricity transmission line so that power from the plant can be distributed to consumers. i am equally concerned about violations by anti-government forces, including murder, extrajudicial execution and torture as well as the recently increased use of improvised explosive devices. emphasizes the importance of regional cooperation and coordination in disaster reduction, including enhanced institutional arrangements, technical cooperation based on most effective technical equipment and capacity building to effectively address the impact of natural disasters . in a statement issued on 28 november, al-shabab accused the agencies of financing, aiding and abetting subversive groups seeking to destroy the basic tenets of islamic penal system , adding that the agencies were persistently galvanizing the local population against the full establishment of islamic sharia system .",1338,198,Irrelevant,False
26209,"In Ruyi Du Ab the assessment team including of the Minister for Rural Rehabilitation and Development found 3 dead, all five clinics destroyed, all schools and mosques destroyed, 210 homes totally destroyed and 1,000 homes partially (50-60%) destroyed.",,news,,test,Critical Rescue,"in ruyi du ab the assessment team including of the minister for rural rehabilitation and development found 3 dead, all five clinics destroyed, all schools and mosques destroyed, 210 homes totally destroyed and 1,000 homes partially 50-60 destroyed.",248,38,Irrelevant,False
1539,I need to know if someone who is in the military can send for his or her family,Mwen bezwen konnen si yon moun se militaire li ka voye chache yon fanmil,direct,haiti_earthquake,test,Critical Rescue,i need to know if someone who is in the military can send for his or her family,79,18,Irrelevant,False
25049,"These are tented recreation areas where children can come to play and interact with their friends. As in the case of power, a major reason for the water shortage - apart from the drought, and the leaky pipes and taps that are estimated to waste some 50 percent - is illegal tapping into the system. So far, the only reported cases of hospitalization due to radiation exposure are two plant workers who stepped into radioactively contaminated water while laying electrical cables in the basement of the building housing reactor No. 3. Government of Pakistan offers assistance to new arrival, but insists that they be kept separate from existing refugee caseloads. People come to see a huge barge - an electrical power generating station. She said other parts of Africa, such as Tanzania and Mali, are also interested in using legumes to improve soil fertility. Field staff visited the camp several times to speak with families but could not find any evidence of forcible relocation. For example, the country was using solar energy for food production to 20 villages, building a hybrid 150-megawatt solar power station in Hassi R'mel, and a 10-megawatt ethanol farm in Tindouf. New and different threats to peace, security and human rights now existed in the forms of terrorism, organized crime and extreme violence. Polling itself will take place in about 30,000 polling stations, which we expect to be in about 5,000 locations. He brushed the oil off their feathers with a mix of light detergent and cooking oil, and rinsed them in lukewarm water. 512,300 (approximately USD10,000) for procurement of common ailment medicine, including paracetamol, feros sulfate, multivitamin tablets and syrups, for distribution by the Relief Commissioner in Balochistan. An integrated community-based water/sanitation programme minimizing the effects of both slow and sudden onset disasters was successfully implemented in two provinces with 8,500 dry composting toilets constructed in Guangxi Province and 5,000 toilets in Hunan Province. The second phase of rehabilitation involves permanent shelter for 4,500 families; a small grant to cover re-start costs for fisher folk, small traders (fish & vegetable sellers), brick makers, tailors and carpenters. Preparation is under way for blanket feeding programmes, including fortified cereals and micro-nutrient powder for children under five years and supplements or fortified blended food to all pregnant and lactating women. In addition to its maintenance requirements, Ariana also requires access to spare parts and consumables that are not available in Afghanistan, and some of them (including aircraft engines) are recommended to be transported by air. They came from Kabul and Kandahar and other places, they fled in panic and hope to come as refugess to Iran,"" he said.",,news,,test,Critical Rescue,"these are tented recreation areas where children can come to play and interact with their friends. as in the case of power, a major reason for the water shortage - apart from the drought, and the leaky pipes and taps that are estimated to waste some 50 percent - is illegal tapping into the system. so far, the only reported cases of hospitalization due to radiation exposure are two plant workers who stepped into radioactively contaminated water while laying electrical cables in the basement of the building housing reactor no. 3. government of pakistan offers assistance to new arrival, but insists that they be kept separate from existing refugee caseloads. people come to see a huge barge - an electrical power generating station. she said other parts of africa, such as tanzania and mali, are also interested in using legumes to improve soil fertility. field staff visited the camp several times to speak with families but could not find any evidence of forcible relocation. for example, the country was using solar energy for food production to 20 villages, building a hybrid 150-megawatt solar power station in hassi r'mel, and a 10-megawatt ethanol farm in tindouf. new and different threats to peace, security and human rights now existed in the forms of terrorism, organized crime and extreme violence. polling itself will take place in about 30,000 polling stations, which we expect to be in about 5,000 locations. he brushed the oil off their feathers with a mix of light detergent and cooking oil, and rinsed them in lukewarm water. 512,300 approximately usd10,000 for procurement of common ailment medicine, including paracetamol, feros sulfate, multivitamin tablets and syrups, for distribution by the relief commissioner in balochistan. an integrated community-based water sanitation programme minimizing the effects of both slow and sudden onset disasters was successfully implemented in two provinces with 8,500 dry composting toilets constructed in guangxi province and 5,000 toilets in hunan province. the second phase of rehabilitation involves permanent shelter for 4,500 families a small grant to cover re-start costs for fisher folk, small traders fish vegetable sellers , brick makers, tailors and carpenters. preparation is under way for blanket feeding programmes, including fortified cereals and micro-nutrient powder for children under five years and supplements or fortified blended food to all pregnant and lactating women. in addition to its maintenance requirements, ariana also requires access to spare parts and consumables that are not available in afghanistan, and some of them including aircraft engines are recommended to be transported by air. they came from kabul and kandahar and other places, they fled in panic and hope to come as refugess to iran, he said.",2803,441,Irrelevant,False
